name	source_name	category	kind	verdict	resolvable	metadata	pieces	footprint	top_tier	format	creator	licence	body	origin	origins	sha256	role	fit	gaps
hs_blackforest_villa.blueprint	hs_blackforest_villa.blueprint	flavour	module	PLACES_CLEAN	True	derived	178	12.0x10.0x9.0	meadows(178)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	7cea39b28c66f0a7144530319a8e93580cf0b7540cb267469adb9f6b7b50c18b	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_villa.blueprint	hs_meadows_villa.blueprint	flavour	module	PLACES_CLEAN	True	derived	178	12.0x10.0x9.0	meadows(178)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	e2093627c21eaf055387c016c8aa4fa6b129fa62dca8999000380b2225d2af72	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_villa.blueprint	hs_mistlands_villa.blueprint	flavour	module	PLACES_CLEAN	True	derived	178	12.0x10.0x9.0	meadows(178)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	63df00028e53e5a3d3747619039c06c49b4e61eb6c40b4495ffd5ca4432b7801	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mountain_villa.blueprint	hs_mountain_villa.blueprint	flavour	module	PLACES_CLEAN	True	derived	178	12.0x10.0x9.0	meadows(178)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	d0b37271558258f269a87edb3c9eec632b36afc7588093115029f0e93dc1c6a0	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_villa.blueprint	hs_plains_villa.blueprint	flavour	module	PLACES_CLEAN	True	derived	178	12.0x10.0x9.0	meadows(178)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	31b4cfe8a936747224e65c1ce8948204906ae00e985590cfb6fe1634e896c925	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_villa.blueprint	hs_swamp_villa.blueprint	flavour	module	PLACES_CLEAN	True	derived	178	12.0x10.0x9.0	meadows(178)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	caf552745649601e8c5427f9804e2eca674e95394f01d3d9d5db126be94e83f2	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
instairtower_damaged.blueprint	instairtower_damaged.blueprint	flavour	module	PLACES_CLEAN	True	curated	165	9.5x9.5x11.0	blackforest(117)	blueprint	Raimod	AGPL-3.0	reference	RickardAndreasAgren/ValheimBlueprintCruncher	RickardAndreasAgren/ValheimBlueprintCruncher	4d8f4bd38574e5d7fd3a71c1ef71efa1322c1a94aed1aaef1050ee444b0cbc1c	the same tower, battle-damaged	roadside decay; abandoned-outpost storytelling	
hs_ashlands_ugm_starheim_atst_leanedforward.blueprint	hs_ashlands_ugm_starheim_atst_leanedforward.blueprint	flavour	module	PLACES_CLEAN	True	derived	161	6.1x9.2x14.9	ashlands(128)	blueprint	Builder	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	66768cb258681809c822437435879edf194a754dcd6d9e14b6df011ff27d2efb	161 pieces, 18 prefabs, 6.1x9.2x14.9 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_wizards_tower_rings.blueprint	hs_mistlands_wizards_tower_rings.blueprint	flavour	module	PLACES_CLEAN	True	derived	160	22.0x30.0x1.0	mistlands(160)	blueprint	Ise LeGaCy	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	35701131690ff21830dd5ee8701b403e01c0ce14458f89e5d02931af63607dcf	160 pieces, 4 prefabs, 22.0x30.0x1.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	61 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_bakedgoodsstall.blueprint	hs_ashlands_bakedgoodsstall.blueprint	flavour	module	PLACES_CLEAN	True	derived	159	6.1x6.2x4.8	ashlands(59)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	e88e296e51445b7a95d5ab4d2b8b8135478a22743545acf06d393501f206f609	159 pieces, 35 prefabs, 6.1x6.2x4.8 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_stone_manor.blueprint	hs_blackforest_stone_manor.blueprint	flavour	module	PLACES_CLEAN	True	derived	152	8.0x10.0x7.5	blackforest(18)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	4d6c5a834308347ff4bf761e192cb91912046e8e1056f23c32697a5dad28fc84	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_stone_manor.blueprint	hs_meadows_stone_manor.blueprint	flavour	module	PLACES_CLEAN	True	derived	152	8.0x10.0x7.5	blackforest(18)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	e1ca47138288a0b2dabe04aed80a3cbce2ec5a7860fb87efcad3c874ef2de908	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_stone_manor.blueprint	hs_mistlands_stone_manor.blueprint	flavour	module	PLACES_CLEAN	True	derived	152	8.0x10.0x7.5	blackforest(18)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	d5cecfe0e204af720d6942b7120c5d81c12b726e7e0ac9e112c588a9efb45abd	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mountain_stone_manor.blueprint	hs_mountain_stone_manor.blueprint	flavour	module	PLACES_CLEAN	True	derived	152	8.0x10.0x7.5	blackforest(18)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	1dc3d8a0204354337310a3bc07f8a585038bfe289d312391e1fc540318d4f88b	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_stone_manor.blueprint	hs_plains_stone_manor.blueprint	flavour	module	PLACES_CLEAN	True	derived	152	8.0x10.0x7.5	blackforest(18)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	b65180fe0a700c5d6d0dc5a915f505a99a34c383b69e4b89cbf77d38db33237c	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_stone_manor.blueprint	hs_swamp_stone_manor.blueprint	flavour	module	PLACES_CLEAN	True	derived	152	8.0x10.0x7.5	blackforest(18)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	50ab6e0f8e004cd774dcac655d2b49a5dc9b80dacd4804fc94331f5d12e9cb31	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_modestypooh_igloo.blueprint	hs_meadows_modestypooh_igloo.blueprint	flavour	module	PLACES_CLEAN	True	derived	151	8.9x9.7x4.7	blackforest(151)	blueprint	Pooh Test	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	db484cb7b443b7b28ce44252233aa6aa2a5d6f62d559a79054f08d3d60aba294	151 pieces, 2 prefabs, 8.9x9.7x4.7 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
twotwohouse_ruins.blueprint	twotwohouse_ruins.blueprint	flavour	module	PLACES_CLEAN	True	curated	148	9.4x14.1x4.1	meadows(148)	blueprint	Raimod	AGPL-3.0	reference	RickardAndreasAgren/ValheimBlueprintCruncher	RickardAndreasAgren/ValheimBlueprintCruncher	d89e78684c80cd1155bc003a30fae88f3f6c54080812dcb2e26d633d9487c3a6	the same cottage as a ruin, 148 pieces	ruins scatter	
ruins_0_3.blueprint	ruins_0_3.blueprint	flavour	module	PLACES_CLEAN	True	curated	140	12.3x10.1x9.1	blackforest(129)	blueprint	Oosdevforty	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	197bc4e997e0fbd6a5a9af9714e83df44f68d2992b5cf1d4ce91c5ed12ad20f0	small ruin, 12 x 10 x 9 m, 140 pieces, 3 prefabs	ruins scatter -- PLACES_CLEAN, ideal repeat stamp	
Rocket Raccoon_Barracas_Media.blueprint	Rocket Raccoon_Barracas_Media.blueprint	flavour	module	PLACES_CLEAN	True	derived	134	10.1x10.1x9.0	meadows(134)	blueprint	Rocket Raccoon	none stated	reference	mcarvall/Midgard-Valheim-Server	mcarvall/Midgard-Valheim-Server	d30bde12e773891f03b57d79716bb95aafae4004096d712e9a8356c4751d6f66	134 pieces, 17 prefabs, 10.1x10.1x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	
ruins_0_2.blueprint	ruins_0_2.blueprint	flavour	module	PLACES_CLEAN	True	curated	132	9.8x9.9x10.2	blackforest(118)	blueprint	Oosdevforty	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	1a33cc585cd856c60f60bf8f107c496e25f6e782d633b001e1ca7761214eb57f	small ruin, 10 x 10 x 10 m, 132 pieces, 3 prefabs	ruins scatter -- PLACES_CLEAN, ideal repeat stamp	
hs_blackforest_great_hall.blueprint	hs_blackforest_great_hall.blueprint	flavour	module	PLACES_CLEAN	True	derived	132	8.0x12.0x6.0	meadows(132)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	81131d8437be8b14e2f3d3d6d99d50149f8225b16df1048ecfbd316d1c320241	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_great_hall.blueprint	hs_meadows_great_hall.blueprint	flavour	module	PLACES_CLEAN	True	derived	132	8.0x12.0x6.0	meadows(132)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	cc07420377925e0aeb6c433720efa2ed77eeb6c8eaa276d3cb750d4ac7baa75b	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_great_hall.blueprint	hs_mistlands_great_hall.blueprint	flavour	module	PLACES_CLEAN	True	derived	132	8.0x12.0x6.0	meadows(132)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	7129317d8ab9cca8783560d81cf35afa389abb3ec279a5947c5df83ba8fb677c	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mountain_great_hall.blueprint	hs_mountain_great_hall.blueprint	flavour	module	PLACES_CLEAN	True	derived	132	8.0x12.0x6.0	meadows(132)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	db1614073f700263de38cc18414a8b59f449026ca585ed6b4743b861c12ca07f	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_great_hall.blueprint	hs_plains_great_hall.blueprint	flavour	module	PLACES_CLEAN	True	derived	132	8.0x12.0x6.0	meadows(132)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	ad1bfd68edf6b2d5588bae62c2e03e6a1ef706c156480a367894e95327b6096c	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_great_hall.blueprint	hs_swamp_great_hall.blueprint	flavour	module	PLACES_CLEAN	True	derived	132	8.0x12.0x6.0	meadows(132)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	8ba9022c72f37a4d85f6ceecbaf0ccd0de10f53781ed5d788026370cea8c1fe4	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
sample_002.blueprint	sample_002.blueprint	flavour	module	PLACES_CLEAN	True	derived	132	12.0x14.0x6.0	meadows(132)	blueprint	Homestead	GPL-3.0	reference	sighsorry1029/Homestead	sighsorry1029/Homestead	b6b855bb16a43168c799a7dd30fe89446b0d49f3c89f0b97713c573d59ee8597	132 pieces, 10 prefabs, 12.0x14.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	
hs_blackforest_kitchenstorage_brigames.blueprint	hs_blackforest_kitchenstorage_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	123	2.2x2.1x2.5	blackforest(3)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	51a8bda3c862186dce61521681a59d12b5feadd685fa4520774e40689dd7b749	123 pieces, 8 prefabs, 2.2x2.1x2.5 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
RuinedTower.blueprint	RuinedTower.blueprint	flavour	module	PLACES_CLEAN	True	curated	122	8.8x9.0x11.5	blackforest(95)	blueprint	SiR RuStY SpOoN	none stated	reference	RustyMods/VikingNPC	RustyMods/VikingNPC	68a5c19f5383d38859a1de16125f70952f5fa2714b8d7b81a8d0201b0465a1d0	ruined tower, 9 x 9 x 12 m, 122 pieces, 9 prefabs	Black Forest ruins scatter -- excellent repeat stamp	
hs_ashlands_fireplace_brigames.blueprint	hs_ashlands_fireplace_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	122	4.6x5.3x8.7	ashlands(94)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	d79560960bfa3df597d87fd8e2016063e837f773214c0b0ffc515228bac505f3	122 pieces, 20 prefabs, 4.6x5.3x8.7 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
outposttower_ruins.blueprint	outposttower_ruins.blueprint	flavour	module	PLACES_CLEAN	True	curated	115	11.0x10.5x10.0	blackforest(64)	blueprint	Raimod	AGPL-3.0	reference	RickardAndreasAgren/ValheimBlueprintCruncher	RickardAndreasAgren/ValheimBlueprintCruncher	c4ac8fa3d8034b9e294676238cc59b0969f49349e635c9e439d9bd0255a07d98	the same tower as a ruin, 115 pieces	ruins scatter	
hs_ashlands_bullseyestall.blueprint	hs_ashlands_bullseyestall.blueprint	flavour	module	PLACES_CLEAN	True	derived	115	4.8x5.3x4.8	ashlands(56)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	d0d02c89636d4c02f99749cf5b7f6aa9de29339024d770a4a27c91933106ad51	115 pieces, 30 prefabs, 4.8x5.3x4.8 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
outposttower_burnt.blueprint	outposttower_burnt.blueprint	flavour	module	PLACES_CLEAN	True	curated	114	11.8x11.8x5.5	blackforest(83)	blueprint	Raimod	AGPL-3.0	reference	RickardAndreasAgren/ValheimBlueprintCruncher	RickardAndreasAgren/ValheimBlueprintCruncher	6a58422d64a7331dc94e26148acebbe525c179995c2dfbbbd6f5aaebb769e0f5	the same tower, burnt out, 114 pieces	raided-outpost storytelling	
